7.002857142999999951e+00,6.700000000000000178e+00,7.091683332999999756e+00,6.873333332999999712e+00,7.421217924999999660e+00,6.669285713999999921e+00,6.519999999999999574e+00,6.815999999999999837e+00,6.677950000000000053e+00,6.413083333000000330e+00,1.000000000000000000e+00
6.933571428999999675e+00,6.599999999999999645e+00,7.047500000000000320e+00,6.886933332999999990e+00,7.048666666999999997e+00,6.764285713999999672e+00,6.799999999999999822e+00,6.990000000000000213e+00,6.836322221999999726e+00,6.750688889000000081e+00,1.000000000000000000e+00
6.678571428999999782e+00,6.519999999999999574e+00,6.842500000000000249e+00,6.551630556000000105e+00,6.699027777999999600e+00,6.514615384999999925e+00,6.570000000000000284e+00,6.457250000000000156e+00,6.710708333000000358e+00,6.507500000000000284e+00,1.000000000000000000e+00
6.723846154000000297e+00,6.830000000000000071e+00,6.769999999999999574e+00,6.685916666999999869e+00,6.615000000000000213e+00,6.674285713999999814e+00,6.639999999999999680e+00,6.698985184999999731e+00,6.807500000000000107e+00,6.591092592999999944e+00,-1.000000000000000000e+00
6.806428570999999650e+00,6.610000000000000320e+00,6.932500000000000107e+00,7.080000000000000071e+00,6.778790277999999780e+00,7.004615385000000138e+00,6.730000000000000426e+00,7.207401389000000158e+00,6.844999999999999751e+00,7.142249999999999766e+00,0.000000000000000000e+00
6.757142856999999836e+00,6.519999999999999574e+00,6.791101851999999717e+00,6.823555555999999633e+00,6.714999999999999858e+00,6.872142857000000049e+00,6.959999999999999964e+00,6.904763888999999821e+00,6.690000000000000391e+00,7.138360493999999612e+00,-1.000000000000000000e+00
6.632142856999999836e+00,6.629999999999999893e+00,6.839999999999999858e+00,6.734222221999999647e+00,6.647595370000000337e+00,6.573571429000000244e+00,6.889999999999999680e+00,6.682500000000000107e+00,6.490320987999999680e+00,6.374699383000000275e+00,1.000000000000000000e+00
6.708571429000000030e+00,6.940000000000000391e+00,6.807500000000000107e+00,6.868322221999999755e+00,6.548577778000000293e+00,6.830714286000000079e+00,6.750000000000000000e+00,7.022416203999999773e+00,6.877496296000000342e+00,6.725738519000000082e+00,1.000000000000000000e+00
7.050769231000000303e+00,6.660000000000000142e+00,6.952499999999999680e+00,7.223333333000000245e+00,6.989258642000000243e+00,6.772307692000000046e+00,6.500000000000000000e+00,6.916811852000000371e+00,6.806703704000000243e+00,6.610000000000000320e+00,1.000000000000000000e+00
6.718571428999999817e+00,6.780000000000000249e+00,6.786666667000000430e+00,6.807500000000000107e+00,6.780016666999999941e+00,6.627857142999999951e+00,6.339999999999999858e+00,6.650000000000000355e+00,6.799097222000000329e+00,6.699638271999999617e+00,1.000000000000000000e+00
6.908571429000000208e+00,6.900000000000000355e+00,6.992972221999999682e+00,7.009999999999999787e+00,6.747758641999999973e+00,6.719230769000000159e+00,6.849999999999999645e+00,6.650000000000000355e+00,6.961221295999999725e+00,6.437581480999999606e+00,1.000000000000000000e+00
6.702142857000000120e+00,6.799999999999999822e+00,6.700000000000000178e+00,6.705980556000000092e+00,6.679899466000000174e+00,6.852857142999999596e+00,6.589999999999999858e+00,6.815000000000000391e+00,7.129724999999999646e+00,7.079411464999999737e+00,1.000000000000000000e+00
6.748571429000000066e+00,6.830000000000000071e+00,6.808739815000000029e+00,6.615000000000000213e+00,6.656250000000000000e+00,6.969285713999999743e+00,6.740000000000000213e+00,7.075000000000000178e+00,6.928821682999999787e+00,7.175122221999999717e+00,-1.000000000000000000e+00
7.120000000000000107e+00,6.740000000000000213e+00,7.143333333000000174e+00,7.217500000000000249e+00,7.350786420000000376e+00,7.052857142999999773e+00,6.570000000000000284e+00,7.097581943999999865e+00,7.152208332999999918e+00,7.117314815000000294e+00,1.000000000000000000e+00
7.067857143000000342e+00,6.750000000000000000e+00,7.165000000000000036e+00,7.320035185000000055e+00,7.360774422999999622e+00,6.760833332999999890e+00,6.570000000000000284e+00,6.945000000000000284e+00,6.794999999999999929e+00,6.699584353999999742e+00,0.000000000000000000e+00
6.753076923000000065e+00,6.580000000000000071e+00,6.934999999999999609e+00,6.745413425999999824e+00,6.605000000000000426e+00,6.860769230999999913e+00,6.469999999999999751e+00,7.132500000000000284e+00,6.769999999999999574e+00,6.816241666999999893e+00,-1.000000000000000000e+00
6.967142856999999800e+00,6.730000000000000426e+00,7.118827777999999995e+00,7.207551867000000279e+00,7.124044443999999920e+00,6.999285713999999992e+00,6.679999999999999716e+00,7.070000000000000284e+00,7.195000000000000284e+00,7.085076964999999838e+00,1.000000000000000000e+00
7.164285714000000027e+00,6.719999999999999751e+00,6.967218519000000221e+00,7.343750000000000000e+00,7.572366666999999829e+00,6.819285714000000276e+00,6.889999999999999680e+00,7.019999999999999574e+00,6.819851111000000188e+00,7.017222222000000009e+00,1.000000000000000000e+00
6.794285713999999921e+00,7.190000000000000391e+00,6.780000000000000249e+00,6.661717777999999868e+00,7.035242593000000433e+00,6.615000000000000213e+00,6.719999999999999751e+00,6.799757407000000420e+00,6.593333333000000351e+00,6.410087653999999802e+00,1.000000000000000000e+00
6.643571428999999640e+00,6.780000000000000249e+00,6.698772221999999665e+00,6.779933332999999784e+00,6.543874073999999652e+00,6.851428570999999579e+00,6.799999999999999822e+00,6.917500000000000426e+00,7.415000000000000036e+00,6.745040278000000278e+00,-1.000000000000000000e+00
6.744615385000000352e+00,6.599999999999999645e+00,6.789275972000000436e+00,6.829540740999999748e+00,6.690000000000000391e+00,6.777692307999999777e+00,6.849999999999999645e+00,6.727500000000000036e+00,6.942067900999999708e+00,6.771740741000000341e+00,0.000000000000000000e+00
6.781428571000000183e+00,6.799999999999999822e+00,7.037499999999999645e+00,6.770055555999999974e+00,6.732851851999999582e+00,6.684999999999999609e+00,6.570000000000000284e+00,6.737375000000000114e+00,6.830000000000000071e+00,6.508412596000000327e+00,-1.000000000000000000e+00
6.727142856999999587e+00,6.900000000000000355e+00,6.672500000000000320e+00,6.754821296000000252e+00,6.887501851999999758e+00,6.698461538000000104e+00,6.309999999999999609e+00,6.627500000000000391e+00,6.933246666999999697e+00,6.299999999999999822e+00,0.000000000000000000e+00
